geneSymbol	diseaseName
ABO	Malignant neoplasm of kidney
ABO	Adult Acute Lymphocytic Leukemia
ABO	ovarian neoplasm
ABO	Unresectable Hepatocellular Carcinoma
ABO	Invasive Ductal Breast Carcinoma
ABO	Malignant neoplasm of ovary
ABO	Primary malignant neoplasm of lung
ABO	Adult Diffuse Large B-Cell Lymphoma
ABO	Adult Lymphoma
ABO	Childhood Leukemia
ABO	Childhood Lymphoma
ABO	Pancreatic Ductal Adenocarcinoma
ABO	Sporadic Breast Carcinoma
ABO	Well Differentiated Pancreatic Endocrine Tumor
ABO	Renal carcinoma
ABO	Glioblastoma Multiforme
ABO	Cardiac Carcinoma
ABO	Liver carcinoma
ABO	Nasopharyngeal carcinoma
ABO	Stage III Colon Cancer AJCC v7
ABO	GASTRIC CANCER, INTESTINAL
ABO	Multiple endocrine neoplasia Type 2
ABO	Metastatic urothelial carcinoma
ABO	Stage III Colon Cancer AJCC v8
ABO	Carcinoma, Ovarian Epithelial
ABO	Metastatic Renal Cell Carcinoma
ABR	Malignant neoplasm of breast
ABR	leukemia
ABR	Leukemia, Myelocytic, Acute
ABR	Myeloid Leukemia, Chronic
ABR	Medulloblastoma
ABR	Acoustic Neuroma
ABR	Neuroectodermal Tumor, Primitive
ABR	Childhood Medulloblastoma
ABR	Adult Medulloblastoma
ABR	Juvenile Pilocytic Astrocytoma
ABR	Anaplastic astrocytoma
ABR	Malignant neoplasm of prostate
ABR	Prostate carcinoma
ABR	Breast Carcinoma
ABR	Hormone refractory prostate cancer
ABR	Childhood Leukemia
ACAA1	Colorectal Carcinoma
ACAA1	Lymphoma, Non-Hodgkin
ACAA1	Liver carcinoma
ACAA1	Malignant neoplasm of colon and/or rectum
ACACA	Malignant neoplasm of breast
ACACA	Malignant tumor of colon
ACACA	Malignant neoplasm of larynx
ACACA	Adenocarcinoma of prostate
ACACA	Non-Small Cell Lung Carcinoma
ACACA	Renal Cell Carcinoma
ACACA	Colorectal Carcinoma
ACACA	Adenoid Cystic Carcinoma
ACACA	Glioblastoma
ACACA	leukemia
ACACA	Childhood Acute Lymphoblastic Leukemia
ACACA	Leukemia, Myelocytic, Acute
ACACA	Myeloid Leukemia, Chronic
ACACA	Lymphoma, Non-Hodgkin
ACACA	Malignant neoplasm of stomach
ACACA	Mesothelioma
ACACA	Paraganglioma
ACACA	Pheochromocytoma
ACACA	Malignant neoplasm of testis
ACACA	Secondary malignant neoplasm of bone
ACACA	Adrenal Cortical Adenoma
ACACA	Follicular thyroid carcinoma
ACACA	Adrenocortical carcinoma
ACACA	Adult Liver Carcinoma
ACACA	Anaplastic thyroid carcinoma
ACACA	Malignant neoplasm of lung
ACACA	Adult Glioblastoma
ACACA	Liver and Intrahepatic Biliary Tract Carcinoma
ACACA	Squamous cell carcinoma of esophagus
ACACA	Conventional (Clear Cell) Renal Cell Carcinoma
ACACA	Childhood Glioblastoma
ACACA	Skin appendage adenoma
ACACA	Malignant neoplasm of liver
ACACA	Cervical intraepithelial neoplasia grade 1
ACACA	Malignant neoplasm of prostate
ACACA	Malignant neoplasm of esophagus
ACACA	Thyroid carcinoma
ACACA	Prostate carcinoma
ACACA	Breast Carcinoma
ACACA	Carcinoma of lung
ACACA	Colon Carcinoma
ACACA	Stomach Carcinoma
ACACA	Malignant Pleural Mesothelioma
ACACA	ovarian neoplasm
ACACA	Malignant neoplasm of ovary
ACACA	Squamous cell carcinoma of the head and neck
ACACA	Polymorphous low grade adenocarcinoma
ACACA	Atypical Teratoid Rhabdoid Tumor
ACACA	Primary malignant neoplasm of lung
ACACA	Adenoid cystic breast carcinoma
ACACA	Skin Carcinogenesis
ACACA	Glioblastoma Multiforme
ACACA	Liver carcinoma
ACACA	Triple Negative Breast Neoplasms
ACACA	Luminal A Breast Carcinoma
ACACA	Adrenal Gland Pheochromocytoma
ACACA	Carcinoma, Ovarian Epithelial
ACACA	Triple-Negative Breast Carcinoma
ACACB	Colorectal Carcinoma
ACACB	Adenoid Cystic Carcinoma
ACACB	Glioblastoma
ACACB	Hypopharyngeal Cancer
ACACB	Malignant neoplasm of salivary gland
ACACB	Adult Glioblastoma
ACACB	Adenocarcinoma of salivary gland
ACACB	Childhood Glioblastoma
ACACB	Salivary gland carcinoma
ACACB	Squamous cell carcinoma of the head and neck
ACACB	Pancreatic Ductal Adenocarcinoma
ACACB	Hypopharyngeal Carcinoma
ACACB	Glioblastoma Multiforme
ACACB	Malignant neoplasm of colon and/or rectum
ACADL	Adult Liver Carcinoma
ACADL	Liver and Intrahepatic Biliary Tract Carcinoma
ACADL	Squamous cell carcinoma of esophagus
ACADL	Malignant neoplasm of liver
ACADM	Malignant neoplasm of breast
ACADM	Colorectal Carcinoma
ACADM	Neuroblastoma
ACADM	Conventional (Clear Cell) Renal Cell Carcinoma
ACADM	Breast Carcinoma
ACADM	Central neuroblastoma
ACADM	Childhood Neuroblastoma
ACADS	Pancreatic carcinoma
ACADS	Malignant neoplasm of pancreas
ACADS	Liver carcinoma
ACADSB	Malignant neoplasm of breast
ACADSB	Condition, Preneoplastic
ACADSB	Breast Carcinoma
ACADSB	Liver carcinoma
ACADVL	Adrenal Cortical Adenoma
ACAT1	Malignant tumor of colon
ACAT1	Rectal Carcinoma
ACAT1	Colorectal Carcinoma
ACAT1	Glioblastoma
ACAT1	Glioma
ACAT1	Hamartoma Syndrome, Multiple
ACAT1	Neuroblastoma
ACAT1	Teratoma
ACAT1	Uterine Cancer
ACAT1	Secondary malignant neoplasm of lung
ACAT1	Adrenocortical carcinoma
ACAT1	Malignant neoplasm of lung
ACAT1	Carcinoma, Lewis Lung
ACAT1	Carcinoma breast stage IV
ACAT1	Adult Glioblastoma
ACAT1	Childhood Hepatocellular Carcinoma
ACAT1	Adult Hepatocellular Carcinoma
ACAT1	Conventional (Clear Cell) Renal Cell Carcinoma
ACAT1	Childhood Glioblastoma
ACAT1	Malignant neoplasm of liver
ACAT1	Malignant neoplasm of prostate
ACAT1	Prostate carcinoma
ACAT1	Carcinoma of lung
ACAT1	Colon Carcinoma
ACAT1	Central neuroblastoma
ACAT1	Chromophobe Renal Cell Carcinoma
ACAT1	Primary malignant neoplasm of lung
ACAT1	Hepatocarcinogenesis
ACAT1	Glioblastoma Multiforme
ACAT1	Liver carcinoma
ACAT1	Clear-cell metastatic renal cell carcinoma
ACAT1	Childhood Neuroblastoma
ACAT1	Malignant neoplasm of colon and/or rectum
ACAT2	Malignant neoplasm of breast
ACAT2	Renal Cell Carcinoma
ACAT2	Adenocarcinoma of lung (disorder)
ACAT2	Breast Carcinoma
ACAT2	Liver carcinoma
ASIC2	Renal Cell Carcinoma
ASIC2	Colorectal Carcinoma
ASIC2	Glioblastoma
ASIC2	Glioma
ASIC2	Leukemia, Myelocytic, Acute
ASIC2	Malignant neoplasm of stomach
ASIC2	Neuroblastoma
ASIC2	Neurofibromatosis 1
ASIC2	Conventional (Clear Cell) Renal Cell Carcinoma
ASIC2	Secondary malignant neoplasm of liver
ASIC2	Stomach Carcinoma
ASIC2	Central neuroblastoma
ASIC2	Glioblastoma Multiforme
ASIC2	Childhood Neuroblastoma
ASIC2	Malignant neoplasm of colon and/or rectum
ASIC1	Adenoid Cystic Carcinoma
ASIC1	Glioblastoma
ASIC1	Malignant neoplasm of stomach
ASIC1	Neuroblastoma
ASIC1	Secondary malignant neoplasm of lung
ASIC1	Adult Glioblastoma
ASIC1	Childhood Glioblastoma
ASIC1	Stomach Carcinoma
ASIC1	Central neuroblastoma
ASIC1	Glioblastoma Multiforme
ASIC1	Childhood Neuroblastoma
ACHE	Refractory anaemia with excess blasts
ACHE	Astrocytoma
ACHE	Malignant neoplasm of urinary bladder
ACHE	Bladder Neoplasm
ACHE	Malignant neoplasm of breast
ACHE	Non-Small Cell Lung Carcinoma
ACHE	Renal Cell Carcinoma
ACHE	Colorectal Carcinoma
ACHE	Hamartoma Syndrome, Multiple
ACHE	Kidney Neoplasm
ACHE	leukemia
ACHE	Leukemia, Myelocytic, Acute
ACHE	Acute myelomonocytic leukemia
ACHE	Leukemia, Myelomonocytic, Chronic
ACHE	Malignant neoplasm of stomach
ACHE	Medulloblastoma
ACHE	melanoma
ACHE	Neuroblastoma
ACHE	Small cell carcinoma of lung
ACHE	Teratocarcinoma
ACHE	Adult Liver Carcinoma
ACHE	Childhood Medulloblastoma
ACHE	Adult Medulloblastoma
ACHE	Malignant Head and Neck Neoplasm
ACHE	Liver and Intrahepatic Biliary Tract Carcinoma
ACHE	Conventional (Clear Cell) Renal Cell Carcinoma
ACHE	Laryngeal Squamous Cell Carcinoma
ACHE	Primary Systemic Amyloidosis
ACHE	Malignant neoplasm of liver
ACHE	Malignant neoplasm of prostate
ACHE	Acute monoblastic leukemia
ACHE	Breast Carcinoma
ACHE	Stomach Carcinoma
ACHE	Carcinoma of bladder
ACHE	Central neuroblastoma
ACHE	ovarian neoplasm
ACHE	Malignant neoplasm of ovary
ACHE	Squamous cell carcinoma of the head and neck
ACHE	Mammary Neoplasms, Human
ACHE	Neoplasm of cauda equina
ACHE	Chromophobe Renal Cell Carcinoma
ACHE	Sarcomatoid Renal Cell Carcinoma
ACHE	Collecting Duct Carcinoma of the Kidney
ACHE	Papillary Renal Cell Carcinoma
ACHE	Childhood Leukemia
ACHE	Sporadic Breast Carcinoma
ACHE	Liver carcinoma
ACHE	Head and Neck Carcinoma
ACHE	Childhood Neuroblastoma
ACHE	Mammary Carcinoma, Human
ACLY	Malignant neoplasm of breast
ACLY	Malignant tumor of colon
ACLY	Non-Small Cell Lung Carcinoma
ACLY	Renal Cell Carcinoma
ACLY	Squamous cell carcinoma
ACLY	Colorectal Carcinoma
ACLY	Leukemia, Mast-Cell
ACLY	Leukemia, Myelocytic, Acute
ACLY	Malignant neoplasm of stomach
ACLY	oligodendroglioma
ACLY	Osteosarcoma
ACLY	Adenocarcinoma of lung (disorder)
ACLY	Malignant neoplasm of lung
ACLY	Metastatic Renal Cell Cancer
ACLY	Adult Oligodendroglioma
ACLY	Conventional (Clear Cell) Renal Cell Carcinoma
ACLY	Childhood Oligodendroglioma
ACLY	Malignant neoplasm of prostate
ACLY	Osteosarcoma of bone
ACLY	Prostate carcinoma
ACLY	Epithelial ovarian cancer
ACLY	Breast Carcinoma
ACLY	Carcinoma of lung
ACLY	Colon Carcinoma
ACLY	Stomach Carcinoma
ACLY	Well Differentiated Oligodendroglioma
ACLY	Primary malignant neoplasm of lung
ACLY	Childhood Osteosarcoma
ACLY	Hereditary Leiomyomatosis and Renal Cell Cancer
ACLY	Liver carcinoma
ACLY	Clear-cell metastatic renal cell carcinoma
ACLY	Mantle cell lymphoma
ACLY	Carcinoma, Ovarian Epithelial
ACLY	Metastatic Renal Cell Carcinoma
ACLY	Malignant neoplasm of colon and/or rectum
ACO1	Neuroblastoma
ACO1	Pheochromocytoma
ACO1	Polycythemia Vera
ACO1	Cutaneous Melanoma
ACO1	Pancreatic carcinoma
ACO1	Malignant neoplasm of pancreas
ACO1	Malignant neoplasm of prostate
ACO1	Central neuroblastoma
ACO1	Liver carcinoma
ACO1	Childhood Neuroblastoma
ACO1	Adrenal Gland Pheochromocytoma
ACR	Malignant neoplasm of urinary bladder
ACR	Bladder Neoplasm
ACR	Malignant neoplasm of breast
ACR	Malignant tumor of colon
ACR	Renal Cell Carcinoma
ACR	Colorectal Carcinoma
ACR	Acute monocytic leukemia
ACR	Thyroid Nodule
ACR	Malignant neoplasm of lung
ACR	Malignant Head and Neck Neoplasm
ACR	Childhood Acute Monocytic Leukemia
ACR	Conventional (Clear Cell) Renal Cell Carcinoma
ACR	Adult Acute Monocytic Leukemia
ACR	Multiple adenomatous polyps
ACR	Malignant neoplasm of prostate
ACR	Thyroid carcinoma
ACR	Prostate carcinoma
ACR	Breast Carcinoma
ACR	Carcinoma of lung
ACR	Colon Carcinoma
ACR	Carcinoma of bladder
ACR	Malignant neoplasm of kidney
ACR	Pancreatic carcinoma resectable
ACR	ovarian neoplasm
ACR	Malignant neoplasm of ovary
ACR	Primary malignant neoplasm of lung
ACR	M5b Acute differentiated monocytic leukemia
ACR	Childhood Renal Cell Carcinoma
ACR	Pancreatic Ductal Adenocarcinoma
ACR	Liver carcinoma
ACR	Head and Neck Carcinoma
ACR	Carcinoma, Ovarian Epithelial
ACR	Malignant neoplasm of colon and/or rectum
ACO2	Malignant neoplasm of breast
ACO2	Colorectal Carcinoma
ACO2	insulinoma
ACO2	Malignant neoplasm of stomach
ACO2	Malignant neoplasm of prostate
ACO2	Prostate carcinoma
ACO2	Breast Carcinoma
ACO2	Stomach Carcinoma
ACO2	Malignant neoplasm of kidney
ACO2	Renal carcinoma
ACO2	Liver carcinoma
ACO2	Malignant neoplasm of colon and/or rectum
ACOX1	Colorectal Carcinoma
ACOX1	Secondary malignant neoplasm of lung
ACOX1	Adult Liver Carcinoma
ACOX1	Metastatic malignant neoplasm to brain
ACOX1	Carcinoma breast stage IV
ACOX1	Liver and Intrahepatic Biliary Tract Carcinoma
ACOX1	Malignant neoplasm of liver
ACOX1	Secondary malignant neoplasm of liver
ACOX1	Adult Lymphoma
ACOX1	Childhood Lymphoma
ACOX1	Hepatocarcinogenesis
ACOX1	Liver carcinoma
ACP1	Malignant neoplasm of breast
ACP1	Craniopharyngioma
ACP1	Glioblastoma
ACP1	Fibroid Tumor
ACP1	leukemia
ACP1	Chronic Lymphocytic Leukemia
ACP1	Malignant neoplasm of stomach
ACP1	melanoma
ACP1	Neuroblastoma
ACP1	Malignant neoplasm of lung
ACP1	Childhood Craniopharyngioma
ACP1	Adult Craniopharyngioma
ACP1	Adult Glioblastoma
ACP1	Childhood Glioblastoma
ACP1	Brain Glioblastoma
ACP1	Endometrial Carcinoma
ACP1	Thyroid carcinoma
ACP1	Breast Carcinoma
ACP1	Carcinoma of lung
ACP1	Stomach Carcinoma
ACP1	Primary malignant neoplasm of lung
ACP1	Hormone refractory prostate cancer
ACP1	Adult Brain Glioblastoma
ACP1	Childhood Leukemia
ACP1	Glioblastoma Multiforme
ACP1	Liver carcinoma
ACP1	Childhood Brain Glioblastoma
ACP1	Secondary malignant neoplasm of colon and/or rectum
ACP2	Malignant neoplasm of prostate
ACP5	Malignant neoplasm of breast
ACP5	Colorectal Carcinoma
ACP5	Malignant neoplasm of stomach
ACP5	melanoma
ACP5	Multiple Myeloma
ACP5	Adenocarcinoma of lung (disorder)
ACP5	Secondary malignant neoplasm of bone
ACP5	Malignant neoplasm of lung
ACP5	Breast Carcinoma
ACP5	Carcinoma of lung
ACP5	Secondary malignant neoplasm of lymph node
ACP5	Stomach Carcinoma
ACP5	Primary malignant neoplasm of lung
ACP5	Hepatocarcinogenesis
ACP5	Liver carcinoma
ACP5	Malignant neoplasm of colon and/or rectum
ACP3	Malignant neoplasm of urinary bladder
ACP3	Bladder Neoplasm
ACP3	Malignant neoplasm of breast
ACP3	Malignant tumor of cervix
ACP3	Colorectal Carcinoma
ACP3	Glioblastoma
ACP3	Glioma
ACP3	Hodgkin Disease
ACP3	leukemia
ACP3	Chronic Lymphocytic Leukemia
ACP3	Leukemia, Myelocytic, Acute
ACP3	Medulloblastoma
ACP3	Secondary malignant neoplasm of bone
ACP3	Cholangiocarcinoma
ACP3	Cervical Intraepithelial Neoplasia
ACP3	Pancreatic carcinoma
ACP3	Papillary thyroid carcinoma
ACP3	Childhood Medulloblastoma
ACP3	Prostate cancer recurrent
ACP3	Adult Medulloblastoma
ACP3	Adult Glioblastoma
ACP3	Childhood Glioblastoma
ACP3	Cervix carcinoma
ACP3	Angioendotheliomatosis
ACP3	Malignant neoplasm of pancreas
ACP3	Cervical intraepithelial neoplasia grade 2
ACP3	Malignant neoplasm of prostate
ACP3	Prostate carcinoma
ACP3	Breast Carcinoma
ACP3	Carcinoma of bladder
ACP3	Carcinoma in situ of uterine cervix
ACP3	Metastatic Prostate Carcinoma
ACP3	Malignant neoplasm of ovary
ACP3	Metastasis from malignant tumor of prostate
ACP3	Childhood Leukemia
ACP3	Glioblastoma Multiforme
ACP3	androgen independent prostate cancer
ACP3	Progression of prostate cancer
ACP3	B-CELL MALIGNANCY, LOW-GRADE
ACP3	Nonmedullary Thyroid Carcinoma
ACP3	cervical cancer
ACP3	Metastatic castration-resistant prostate cancer
ACP3	Malignant neoplasm of colon and/or rectum
ACP3	Non-metastatic prostate cancer
ACTA1	Malignant neoplasm of breast
ACTA1	Breast Carcinoma
ACTA1	Squamous cell carcinoma of the head and neck
ACTA2	Malignant neoplasm of urinary bladder
ACTA2	Bladder Neoplasm
ACTA2	Malignant neoplasm of breast
ACTA2	Malignant tumor of colon
ACTA2	Renal Cell Carcinoma
ACTA2	Chronic Lymphocytic Leukemia
ACTA2	Osteosarcoma
ACTA2	Adenocarcinoma of lung (disorder)
ACTA2	Esophageal carcinoma
ACTA2	Pancreatic carcinoma
ACTA2	Malignant neoplasm of lung
ACTA2	Endometrioma
ACTA2	Conventional (Clear Cell) Renal Cell Carcinoma
ACTA2	Malignant neoplasm of pancreas
ACTA2	Malignant neoplasm of esophagus
ACTA2	Breast Carcinoma
ACTA2	Carcinoma of lung
ACTA2	Secondary malignant neoplasm of lymph node
ACTA2	Carcinoma of bladder
ACTA2	Small Lymphocytic Lymphoma
ACTA2	Mammary Neoplasms, Human
ACTA2	Congenital Mesoblastic Nephroma
ACTA2	Liver carcinoma
ACTA2	Nasopharyngeal carcinoma
ACTA2	Adrenal Gland Pheochromocytoma
ACTA2	Mammary Carcinoma, Human
ACTA2	Metastatic Lung Adenocarcinoma
ACTB	Primary Myelofibrosis
ACTB	Ameloblastoma
ACTB	Anaplasia
ACTB	Cutaneous Fibrous Histiocytoma
ACTB	Astrocytoma
ACTB	Malignant neoplasm of urinary bladder
ACTB	Bladder Neoplasm
ACTB	Blast Phase
ACTB	Malignant neoplasm of breast
ACTB	Malignant tumor of colon
ACTB	Malignant neoplasm of endometrium
ACTB	Malignant neoplasm of thyroid
ACTB	Bronchogenic Carcinoma
ACTB	Noninfiltrating Intraductal Carcinoma
ACTB	Non-Small Cell Lung Carcinoma
ACTB	Carcinoma, Papillary
ACTB	Renal Cell Carcinoma
ACTB	Squamous cell carcinoma
ACTB	Carcinosarcoma
ACTB	Malignant tumor of cervix
ACTB	Chondrosarcoma
ACTB	Colorectal Carcinoma
ACTB	Conn Adenoma
ACTB	Craniopharyngioma
ACTB	Phyllodes Tumor
ACTB	fibroma
ACTB	Fibrosarcoma
ACTB	Gastrinoma
ACTB	Glioblastoma
ACTB	Glioma
ACTB	Hamartoma
ACTB	Hemangioma
ACTB	hemangiopericytoma
ACTB	Hodgkin Disease
ACTB	Fibroid Tumor
ACTB	leiomyosarcoma
ACTB	leukemia
ACTB	Chronic Lymphocytic Leukemia
ACTB	Acute Erythroblastic Leukemia
ACTB	Acute lymphocytic leukemia
ACTB	Childhood Acute Lymphoblastic Leukemia
ACTB	Leukemia, Mast-Cell
ACTB	Acute Megakaryocytic Leukemias
ACTB	Acute monocytic leukemia
ACTB	Leukemia, Myelocytic, Acute
ACTB	Myeloid Leukemia, Chronic
ACTB	Acute Promyelocytic Leukemia
ACTB	Leukemia, T-Cell
ACTB	Adult T-Cell Lymphoma/Leukemia
ACTB	Lymphatic Metastasis
ACTB	Malignant neoplasm of stomach
ACTB	Medulloblastoma
ACTB	melanoma
ACTB	Multiple Endocrine Neoplasia Type 1
ACTB	Meningioma
ACTB	Mesothelioma
ACTB	Monoclonal Gammopathy of Undetermined Significance
ACTB	Multiple Myeloma
ACTB	Neurilemmoma
ACTB	Neuroblastoma
ACTB	Neurofibromatosis 2
ACTB	oligodendroglioma
ACTB	Osteosarcoma
ACTB	Pancreatic Neoplasm
ACTB	Papilloma
ACTB	Pheochromocytoma
ACTB	Adenomatous Polyposis Coli
ACTB	Retinoblastoma
ACTB	Rhabdomyoma
ACTB	Rhabdomyosarcoma
ACTB	Kaposi Sarcoma
ACTB	Seminoma
ACTB	Thyroid Neoplasm
ACTB	Tuberous Sclerosis
ACTB	Diffuse Large B-Cell Lymphoma
ACTB	Granular cell tumor
ACTB	Acute leukemia
ACTB	Rous Sarcoma
ACTB	Thyroid Gland Follicular Adenoma
ACTB	Oral Cavity Carcinoma
ACTB	Adenocarcinoma of lung (disorder)
ACTB	Esophageal carcinoma
ACTB	Malignant neoplasm of gallbladder
ACTB	Malignant neoplasm of testis
ACTB	Secondary malignant neoplasm of lung
ACTB	Follicular adenoma
ACTB	Anaplastic carcinoma
ACTB	Carcinoma, Spindle-Cell
ACTB	Undifferentiated carcinoma
ACTB	Myxofibroma
ACTB	Hepatoblastoma
ACTB	Mesoblastic Nephroma
ACTB	Endometrial Stromal Sarcoma
ACTB	Angiomyolipoma
ACTB	Desmoplastic fibroma
ACTB	Dermatofibrosarcoma
ACTB	Myofibromatosis
ACTB	Angiomyoma
ACTB	Embryonal Rhabdomyosarcoma
ACTB	Alveolar Soft Part Sarcoma
ACTB	Smooth Muscle Tumor
ACTB	Embryonal Carcinoma
ACTB	Hepatocellular Adenoma
ACTB	Cholangiocarcinoma
ACTB	Ganglioneuroblastoma
ACTB	Rhabdoid Tumor
ACTB	Adult Hodgkin Lymphoma
ACTB	Childhood Rhabdomyosarcoma
ACTB	Adult Liver Carcinoma
ACTB	Uveal melanoma
ACTB	Lip and Oral Cavity Carcinoma
ACTB	Childhood Hodgkin Lymphoma
ACTB	Metastatic malignant neoplasm to brain
ACTB	Basophilic leukemia
ACTB	Gallbladder Carcinoma
ACTB	Pancreatic carcinoma
ACTB	Breast Phyllodes Tumor
ACTB	Angiomyolipoma of kidney
ACTB	Malignant neoplasm of lung
ACTB	Mucosa-Associated Lymphoid Tissue Lymphoma
ACTB	Carcinoma, Lewis Lung
ACTB	Parathyroid Adenoma
ACTB	Pigmented hairy epidermal nevus
ACTB	Intestinal metaplasia of gastric mucosa
ACTB	Carcinoma breast stage IV
ACTB	Childhood Medulloblastoma
ACTB	Adult Fibrosarcoma
ACTB	Adult Leiomyosarcoma
ACTB	Gastric Adenocarcinoma
ACTB	Adult Medulloblastoma
ACTB	Adult Meningioma
ACTB	Adult Glioblastoma
ACTB	Metastatic melanoma
ACTB	Malignant Head and Neck Neoplasm
ACTB	Liver and Intrahepatic Biliary Tract Carcinoma
ACTB	Adult Oligodendroglioma
ACTB	Adult Rhabdomyosarcoma
ACTB	Invasive Lobular Breast Carcinoma
ACTB	Childhood Embryonal Rhabdomyosarcoma
ACTB	Squamous cell carcinoma of esophagus
ACTB	Adenocarcinoma Of Esophagus
ACTB	Cervical Squamous Cell Carcinoma
ACTB	Conventional (Clear Cell) Renal Cell Carcinoma
ACTB	Childhood Leiomyosarcoma
ACTB	Squamous cell carcinoma of oropharynx
ACTB	Laryngeal Squamous Cell Carcinoma
ACTB	Childhood Glioblastoma
ACTB	Childhood Oligodendroglioma
ACTB	Leiomyosarcoma of uterus
ACTB	Adenocarcinoma of pancreas
ACTB	Cervix carcinoma
ACTB	Inflammatory Myofibroblastic Tumor
ACTB	Multiple adenomatous polyps
ACTB	Malignant Fibrous Histiocytoma
ACTB	Spindle cell lipoma
ACTB	Adenocarcinoma of colon
ACTB	Malignant neoplasm of liver
ACTB	Intrahepatic Cholangiocarcinoma
ACTB	Malignant neoplasm of pancreas
ACTB	Malignant neoplasm of prostate
ACTB	Dermatofibrosarcoma Protuberans
ACTB	Endometrial Carcinoma
ACTB	Secondary malignant neoplasm of liver
ACTB	Malignant neoplasm of esophagus
ACTB	Thyroid carcinoma
ACTB	Ewings sarcoma
ACTB	Malignant Glioma
ACTB	Osteosarcoma of bone
ACTB	Leukemogenesis
ACTB	Prostate carcinoma
ACTB	Epithelial ovarian cancer
ACTB	Stage IV Colorectal Cancer
ACTB	Breast Carcinoma
ACTB	Carcinoma of lung
ACTB	Secondary malignant neoplasm of lymph node
ACTB	Colon Carcinoma
ACTB	Stomach Carcinoma
ACTB	Carcinoma of bladder
ACTB	Central neuroblastoma
ACTB	Malignant neoplasm of kidney
ACTB	Well Differentiated Oligodendroglioma
ACTB	Malignant neoplasm tonsil
ACTB	Adult Acute Lymphocytic Leukemia
ACTB	Lymphangioleiomyomatosis
ACTB	Malignant Squamous Cell Neoplasm
ACTB	Invasive carcinoma of breast
ACTB	Breast adenocarcinoma
ACTB	Medullary carcinoma of breast
ACTB	Stromal Neoplasm
ACTB	ovarian neoplasm
ACTB	Aggressive Systemic Mastocytosis
ACTB	Invasive Ductal Breast Carcinoma
ACTB	Malignant neoplasm of ovary
ACTB	Endometrial adenocarcinoma
ACTB	High-Grade Prostatic Intraepithelial Neoplasia
ACTB	Squamous cell carcinoma of the head and neck
ACTB	Ductal Carcinoma
ACTB	Mammary Carcinoma, Animal
ACTB	Traditional Serrated Adenoma
ACTB	Solitary fibrous tumor
ACTB	Myofibroma (morphologic abnormality)
ACTB	Atypical Teratoid Rhabdoid Tumor
ACTB	Desmoplastic fibroblastoma
ACTB	Adenoma of large intestine
ACTB	Myopericytoma
ACTB	Aggressive angiomyxoma
ACTB	Primary malignant neoplasm of lung
ACTB	Astrocytoma, low grade
ACTB	Anaplastic large cell lymphoma, ALK negative
ACTB	Adult Diffuse Large B-Cell Lymphoma
ACTB	Adult Lymphoma
ACTB	Congenital Mesoblastic Nephroma
ACTB	Childhood Leukemia
ACTB	Childhood Lymphoma
ACTB	Childhood Osteosarcoma
ACTB	Childhood Renal Cell Carcinoma
ACTB	Extragastrointestinal Gastrointestinal Stromal Tumor
ACTB	Infiltrating Cervical Carcinoma
ACTB	Pulmonary Sclerosing Hemangioma
ACTB	Mesenchymal Cell Neoplasm
ACTB	Pancreatic Ductal Adenocarcinoma
ACTB	Spindle Cell Neoplasm
ACTB	Sporadic Breast Carcinoma
ACTB	Solitary Myofibromatosis
ACTB	Epithelioma
ACTB	Liposarcoma, well differentiated
ACTB	Glioblastoma Multiforme
ACTB	Hereditary Leiomyomatosis and Renal Cell Cancer
ACTB	Progression of prostate cancer
ACTB	Meningioma, benign, no ICD-O subtype
ACTB	Familial primary gastric lymphoma
ACTB	Angioma
ACTB	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
ACTB	medullary carcinoma with lymphoid stroma of breast
ACTB	Liver carcinoma
ACTB	Adult Erythroleukemia
ACTB	Promyelocytic leukemia
ACTB	Nasopharyngeal carcinoma
ACTB	Oestrogen receptor positive breast cancer
ACTB	Stage IV Colorectal Cancer AJCC v7
ACTB	Lipofibromatosis
ACTB	Serrated adenocarcinoma
ACTB	Triple Negative Breast Neoplasms
ACTB	Ovarian clear cell carcinoma
ACTB	Basal-Like Breast Carcinoma
ACTB	Giant Cell Fibroblastoma
ACTB	Signet-ring stromal tumor
ACTB	Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma
ACTB	Head and Neck Carcinoma
ACTB	cervical cancer
ACTB	Ph-Like Acute Lymphoblastic Leukemia
ACTB	Childhood Astrocytoma
ACTB	Childhood Ganglioneuroblastoma
ACTB	Childhood Neuroblastoma
ACTB	Primary cholangiocarcinoma of intrahepatic biliary tract
ACTB	Erythroleukemia (Erythroid/Myeloid)
ACTB	Stage 0 Gallbladder Cancer AJCC v8
ACTB	Stage IIA Gallbladder Cancer AJCC v8
ACTB	Stage IIB Gallbladder Cancer AJCC v8
ACTB	Stage III Gallbladder Cancer AJCC v8
ACTB	Stage IV Gallbladder Cancer AJCC v8
ACTB	Adrenal Gland Pheochromocytoma
ACTB	Mantle cell lymphoma
ACTB	Carcinoma, Ovarian Epithelial
ACTB	Carcinoma, Basal Cell
ACTB	Malignant neoplasm of colon and/or rectum
ACTB	Triple-Negative Breast Carcinoma
ACTB	Metastatic Breast Carcinoma
ACTB	estrogen receptor-negative breast cancer
ACTBP2	Small cell carcinoma of lung
ACTBP2	Malignant neoplasm of lung
ACTBP2	Carcinoma of lung
